county,date,measures,data_set_id
Somerset,2015-11-30,"{""corrections_population"":2387}",3
Luzerne,2016-02-29,"{""corrections_population"":2124}",3
Allegheny,2016-06-30,"{""corrections_population"":1883}",3
Luzerne,2016-05-31,"{""corrections_population"":1114}",3
Erie,2016-01-31,"{""corrections_population"":2249}",3
Luzerne,2015-10-31,"{""corrections_population"":1084}",3
Clearfield,2015-11-30,"{""corrections_population"":2496}",3
Somerset,2016-05-31,"{""corrections_population"":2413}",3
Schuylkill,2016-04-30,"{""corrections_population"":2438}",3
Huntingdon,2016-07-31,"{""corrections_population"":1332}",3
N/A,2015-07-31,"{""corrections_population"":237}",3
Crawford,2016-08-31,"{""corrections_population"":1198}",3
N/A,2015-11-30,"{""corrections_population"":231}",3
N/A,2016-03-31,"{""corrections_population"":256}",3
N/A,2016-02-29,"{""corrections_population"":148}",3
Clearfield,2016-08-31,"{""corrections_population"":2504}",3
Wayne,2016-03-31,"{""corrections_population"":1392}",3
Fayette,2016-02-29,"{""corrections_population"":2000}",3
Clearfield,2015-11-30,"{""corrections_population"":483}",3
Centre,2016-04-30,"{""corrections_population"":2377}",3
Lycoming,2016-07-31,"{""corrections_population"":1431}",3
Luzerne,2016-08-31,"{""corrections_population"":1132}",3
Montgomery,2015-08-31,"{""corrections_population"":3248}",3
Clearfield,2016-02-29,"{""corrections_population"":471}",3
Forest,2015-07-31,"{""corrections_population"":2301}",3
N/A,2016-01-31,"{""corrections_population"":85}",3
N/A,2015-10-31,"{""corrections_population"":113}",3
Schuylkill,2015-08-31,"{""corrections_population"":1187}",3
N/A,2016-04-30,"{""corrections_population"":152}",3
Cumberland,2016-07-31,"{""corrections_population"":3250}",3
Fayette,2015-08-31,"{""corrections_population"":2007}",3
Delaware,2015-06-30,"{""corrections_population"":1260}",3
N/A,2016-02-29,"{""corrections_population"":286}",3
Cumberland,2016-04-30,"{""corrections_population"":3363}",3
Luzerne,2015-12-31,"{""corrections_population"":1129}",3
Cumberland,2015-06-30,"{""corrections_population"":3541}",3
Centre,2016-01-31,"{""corrections_population"":2395}",3
Luzerne,2015-07-31,"{""corrections_population"":1092}",3
Lycoming,2016-02-29,"{""corrections_population"":1401}",3
Centre,2015-07-31,"{""corrections_population"":2377}",3
Clearfield,2015-07-31,"{""corrections_population"":479}",3
Montgomery,2016-05-31,"{""corrections_population"":3251}",3
Somerset,2015-10-31,"{""corrections_population"":2377}",3
Erie,2015-09-30,"{""corrections_population"":2246}",3
N/A,2016-03-31,"{""corrections_population"":236}",3
Wayne,2015-12-31,"{""corrections_population"":1362}",3
N/A,2015-06-30,"{""corrections_population"":140}",3
Erie,2016-05-31,"{""corrections_population"":2233}",3
Somerset,2016-04-30,"{""corrections_population"":1596}",3
Lycoming,2016-01-31,"{""corrections_population"":1427}",3
Schuylkill,2016-05-31,"{""corrections_population"":1159}",3
N/A,2016-07-31,"{""corrections_population"":74}",3
Centre,2015-11-30,"{""corrections_population"":2046}",3
N/A,2016-05-31,"{""corrections_population"":72}",3
Northumberland,2016-07-31,"{""corrections_population"":2293}",3
Schuylkill,2015-06-30,"{""corrections_population"":2473}",3
Lycoming,2015-11-30,"{""corrections_population"":1393}",3
Somerset,2016-02-29,"{""corrections_population"":2386}",3
Allegheny,2016-08-31,"{""corrections_population"":1784}",3
N/A,2016-08-31,"{""corrections_population"":584}",3
Crawford,2015-06-30,"{""corrections_population"":1072}",3
Schuylkill,2016-03-31,"{""corrections_population"":2406}",3
Northumberland,2016-02-29,"{""corrections_population"":2282}",3
Luzerne,2015-11-30,"{""corrections_population"":1111}",3
N/A,2016-05-31,"{""corrections_population"":7}",3
Clearfield,2015-09-30,"{""corrections_population"":502}",3
N/A,2016-04-30,"{""corrections_population"":108}",3
Huntingdon,2016-01-31,"{""corrections_population"":1322}",3
Delaware,2016-07-31,"{""corrections_population"":1273}",3
N/A,2016-06-30,"{""corrections_population"":71}",3
Forest,2015-10-31,"{""corrections_population"":2269}",3
N/A,2015-10-31,"{""corrections_population"":318}",3
Allegheny,2016-05-31,"{""corrections_population"":1847}",3
Clearfield,2016-01-31,"{""corrections_population"":461}",3
N/A,2015-09-30,"{""corrections_population"":299}",3
Somerset,2015-10-31,"{""corrections_population"":1390}",3
Fayette,2015-09-30,"{""corrections_population"":1995}",3
Indiana,2016-05-31,"{""corrections_population"":926}",3
Somerset,2016-08-31,"{""corrections_population"":2409}",3
Crawford,2015-10-31,"{""corrections_population"":1119}",3
Greene,2016-03-31,"{""corrections_population"":1727}",3
Huntingdon,2015-11-30,"{""corrections_population"":1362}",3
Centre,2015-06-30,"{""corrections_population"":2087}",3
Delaware,2015-07-31,"{""corrections_population"":1283}",3
Luzerne,2016-03-31,"{""corrections_population"":2138}",3
Crawford,2016-07-31,"{""corrections_population"":1197}",3
Centre,2015-08-31,"{""corrections_population"":2369}",3
Erie,2016-06-30,"{""corrections_population"":2244}",3
Somerset,2016-07-31,"{""corrections_population"":1578}",3
Huntingdon,2015-10-31,"{""corrections_population"":2156}",3
N/A,2015-09-30,"{""corrections_population"":86}",3
Mercer,2016-06-30,"{""corrections_population"":1431}",3
Erie,2015-11-30,"{""corrections_population"":2216}",3
Crawford,2015-09-30,"{""corrections_population"":1084}",3
Somerset,2016-06-30,"{""corrections_population"":2393}",3
Indiana,2015-10-31,"{""corrections_population"":1027}",3
Luzerne,2016-02-29,"{""corrections_population"":1107}",3
Somerset,2015-06-30,"{""corrections_population"":1536}",3
Indiana,2016-06-30,"{""corrections_population"":938}",3
N/A,2015-08-31,"{""corrections_population"":234}",3
Allegheny,2016-02-29,"{""corrections_population"":1787}",3
Centre,2015-09-30,"{""corrections_population"":2085}",3
Wayne,2016-08-31,"{""corrections_population"":1403}",3
N/A,2016-09-30,"{""corrections_population"":77}",3
Lycoming,2016-10-31,"{""corrections_population"":1417}",3
N/A,2016-11-30,"{""corrections_population"":8}",3
Schuylkill,2016-10-31,"{""corrections_population"":2424}",3
Schuylkill,2016-09-30,"{""corrections_population"":1148}",3
Luzerne,2016-11-30,"{""corrections_population"":1132}",3
Delaware,2016-09-30,"{""corrections_population"":1294}",3
N/A,2016-11-30,"{""corrections_population"":317}",3
Somerset,2016-09-30,"{""corrections_population"":1577}",3
N/A,2016-10-31,"{""corrections_population"":298}",3
Somerset,2016-10-31,"{""corrections_population"":2416}",3
N/A,2016-09-30,"{""corrections_population"":228}",3
Indiana,2016-09-30,"{""corrections_population"":926}",3
Crawford,2016-11-30,"{""corrections_population"":1205}",3
N/A,2016-09-30,"{""corrections_population"":159}",3
Crawford,2016-09-30,"{""corrections_population"":1190}",3
Forest,2016-11-30,"{""corrections_population"":2362}",3
N/A,2016-10-31,"{""corrections_population"":75}",3
N/A,2016-10-31,"{""corrections_population"":154}",3
Centre,2016-09-30,"{""corrections_population"":2086}",3
N/A,2016-10-31,"{""corrections_population"":534}",3
Wayne,2016-10-31,"{""corrections_population"":1380}",3
Greene,2016-09-30,"{""corrections_population"":1745}",3
Allegheny,2016-11-30,"{""corrections_population"":1866}",3
N/A,2016-09-30,"{""corrections_population"":559}",3
Somerset,2016-11-30,"{""corrections_population"":1602}",3
Fayette,2016-09-30,"{""corrections_population"":2042}",3
Centre,2016-11-30,"{""corrections_population"":2089}",3
N/A,2016-11-30,"{""corrections_population"":489}",3
N/A,2016-09-30,"{""corrections_population"":101}",3
Indiana,2016-11-30,"{""corrections_population"":921}",3
Luzerne,2016-10-31,"{""corrections_population"":2125}",3
Huntingdon,2016-10-31,"{""corrections_population"":2171}",3
Forest,2016-09-30,"{""corrections_population"":2373}",3
Erie,2016-09-30,"{""corrections_population"":2262}",3
Northumberland,2016-11-30,"{""corrections_population"":2247}",3
N/A,2016-11-30,"{""corrections_population"":154}",3
Fayette,2016-11-30,"{""corrections_population"":2059}",3
Huntingdon,2016-09-30,"{""corrections_population"":2168}",3
Allegheny,2016-09-30,"{""corrections_population"":1791}",3
N/A,2016-10-31,"{""corrections_population"":230}",3
N/A,2016-11-30,"{""corrections_population"":103}",3
Northumberland,2016-10-31,"{""corrections_population"":2301}",3
Clearfield,2016-11-30,"{""corrections_population"":2487}",3
N/A,2016-10-31,"{""corrections_population"":99}",3
Centre,2016-11-30,"{""corrections_population"":2397}",3
Luzerne,2016-11-30,"{""corrections_population"":2127}",3
N/A,2016-09-30,"{""corrections_population"":8}",3
Luzerne,2016-09-30,"{""corrections_population"":2119}",3
Greene,2016-10-31,"{""corrections_population"":1734}",3
Erie,2016-11-30,"{""corrections_population"":2271}",3
Cumberland,2016-11-30,"{""corrections_population"":2718}",3
Mercer,2016-11-30,"{""corrections_population"":1429}",3
Somerset,2016-11-30,"{""corrections_population"":2409}",3
Crawford,2016-10-31,"{""corrections_population"":1186}",3
N/A,2016-11-30,"{""corrections_population"":101}",3
Centre,2016-10-31,"{""corrections_population"":2090}",3
Clearfield,2016-10-31,"{""corrections_population"":2518}",3
Schuylkill,2016-11-30,"{""corrections_population"":2424}",3
Schuylkill,2016-11-30,"{""corrections_population"":1151}",3
Fayette,2016-10-31,"{""corrections_population"":2026}",3
Montgomery,2016-09-30,"{""corrections_population"":3301}",3
Centre,2016-10-31,"{""corrections_population"":2383}",3
Cumberland,2016-09-30,"{""corrections_population"":2899}",3
N/A,2016-11-30,"{""corrections_population"":239}",3
N/A,2016-09-30,"{""corrections_population"":105}",3
Luzerne,2016-09-30,"{""corrections_population"":1126}",3
Delaware,2016-10-31,"{""corrections_population"":1259}",3
Huntingdon,2016-11-30,"{""corrections_population"":2149}",3
Delaware,2016-11-30,"{""corrections_population"":1280}",3
Huntingdon,2016-11-30,"{""corrections_population"":1338}",3
Erie,2016-10-31,"{""corrections_population"":2253}",3
Wayne,2016-11-30,"{""corrections_population"":1382}",3
Greene,2016-11-30,"{""corrections_population"":1737}",3
Indiana,2016-10-31,"{""corrections_population"":931}",3
Somerset,2016-10-31,"{""corrections_population"":1600}",3
N/A,2016-09-30,"{""corrections_population"":263}",3
N/A,2016-10-31,"{""corrections_population"":99}",3
Schuylkill,2016-09-30,"{""corrections_population"":2440}",3
Luzerne,2016-10-31,"{""corrections_population"":1125}",3
Huntingdon,2016-09-30,"{""corrections_population"":1373}",3
Schuylkill,2016-10-31,"{""corrections_population"":1173}",3
N/A,2016-11-30,"{""corrections_population"":68}",3
Cumberland,2016-10-31,"{""corrections_population"":2814}",3
Clearfield,2016-10-31,"{""corrections_population"":491}",3
Montgomery,2016-11-30,"{""corrections_population"":3247}",3
Mercer,2016-10-31,"{""corrections_population"":1430}",3
Forest,2016-10-31,"{""corrections_population"":2367}",3
Huntingdon,2016-10-31,"{""corrections_population"":1359}",3
Northumberland,2016-09-30,"{""corrections_population"":2306}",3
Mercer,2016-09-30,"{""corrections_population"":1454}",3
Clearfield,2016-09-30,"{""corrections_population"":2513}",3
Lycoming,2016-11-30,"{""corrections_population"":1397}",3
Lycoming,2016-09-30,"{""corrections_population"":1435}",3
Clearfield,2016-11-30,"{""corrections_population"":461}",3
Somerset,2016-09-30,"{""corrections_population"":2412}",3
Centre,2016-09-30,"{""corrections_population"":2367}",3
N/A,2016-10-31,"{""corrections_population"":8}",3
Montgomery,2016-10-31,"{""corrections_population"":3268}",3
Allegheny,2016-10-31,"{""corrections_population"":1823}",3
Clearfield,2016-09-30,"{""corrections_population"":508}",3
Wayne,2016-09-30,"{""corrections_population"":1389}",3
Luzerne,2017-01-31,"{""corrections_population"":1136}",3
Crawford,2017-01-31,"{""corrections_population"":1178}",3
Erie,2017-01-31,"{""corrections_population"":2270}",3
Indiana,2017-01-31,"{""corrections_population"":958}",3
N/A,2017-01-31,"{""corrections_population"":153}",3
N/A,2017-01-31,"{""corrections_population"":78}",3
Somerset,2017-01-31,"{""corrections_population"":1571}",3
Cumberland,2017-01-31,"{""corrections_population"":2500}",3
N/A,2017-01-31,"{""corrections_population"":350}",3
Fayette,2017-01-31,"{""corrections_population"":2094}",3
N/A,2017-01-31,"{""corrections_population"":110}",3
Greene,2017-01-31,"{""corrections_population"":1727}",3
Schuylkill,2017-01-31,"{""corrections_population"":2406}",3
Clearfield,2017-01-31,"{""corrections_population"":2471}",3
Northumberland,2017-01-31,"{""corrections_population"":2247}",3
Forest,2017-01-31,"{""corrections_population"":2385}",3
Luzerne,2017-01-31,"{""corrections_population"":2113}",3
Lycoming,2017-01-31,"{""corrections_population"":1418}",3
Wayne,2017-01-31,"{""corrections_population"":1373}",3
Schuylkill,2017-01-31,"{""corrections_population"":1177}",3
Somerset,2017-01-31,"{""corrections_population"":2406}",3
N/A,2017-01-31,"{""corrections_population"":470}",3
Huntingdon,2017-01-31,"{""corrections_population"":1350}",3
Clearfield,2017-01-31,"{""corrections_population"":448}",3
Centre,2017-01-31,"{""corrections_population"":2359}",3
Huntingdon,2017-01-31,"{""corrections_population"":2135}",3
Mercer,2017-01-31,"{""corrections_population"":1376}",3
Montgomery,2017-01-31,"{""corrections_population"":3294}",3
Centre,2017-01-31,"{""corrections_population"":2082}",3
Delaware,2017-01-31,"{""corrections_population"":1258}",3
N/A,2017-01-31,"{""corrections_population"":8}",3
Allegheny,2017-01-31,"{""corrections_population"":1880}",3
N/A,2017-01-31,"{""corrections_population"":97}",3
N/A,2017-01-31,"{""corrections_population"":251}",3
N/A,2017-02-28,"{""corrections_population"":109}",3
N/A,2017-03-31,"{""corrections_population"":8}",3
N/A,2017-02-28,"{""corrections_population"":8}",3
Schuylkill,2017-07-31,"{""corrections_population"":1175}",3
Centre,2017-02-28,"{""corrections_population"":2084}",3
Greene,2017-05-31,"{""corrections_population"":1655}",3
Fayette,2017-05-31,"{""corrections_population"":2142}",3
Fayette,2017-06-30,"{""corrections_population"":2137}",3
Huntingdon,2017-07-31,"{""corrections_population"":2177}",3
Erie,2017-05-31,"{""corrections_population"":2270}",3
N/A,2017-04-30,"{""corrections_population"":322}",3
Centre,2017-03-31,"{""corrections_population"":2091}",3
N/A,2017-02-28,"{""corrections_population"":77}",3
Schuylkill,2017-02-28,"{""corrections_population"":1153}",3
N/A,2017-07-31,"{""corrections_population"":245}",3
Erie,2017-02-28,"{""corrections_population"":2269}",3
Cumberland,2017-02-28,"{""corrections_population"":2856}",3
Luzerne,2017-07-31,"{""corrections_population"":2139}",3
Mercer,2017-07-31,"{""corrections_population"":1434}",3
Northumberland,2017-07-31,"{""corrections_population"":2289}",3
Cumberland,2017-07-31,"{""corrections_population"":3343}",3
Luzerne,2017-04-30,"{""corrections_population"":2128}",3
Mercer,2017-03-31,"{""corrections_population"":1394}",3
Clearfield,2017-05-31,"{""corrections_population"":433}",3
Forest,2017-06-30,"{""corrections_population"":2376}",3
N/A,2017-02-28,"{""corrections_population"":429}",3
Mercer,2017-02-28,"{""corrections_population"":1417}",3
Forest,2017-07-31,"{""corrections_population"":2373}",3
Somerset,2017-06-30,"{""corrections_population"":1600}",3
Luzerne,2017-05-31,"{""corrections_population"":1134}",3
Delaware,2017-05-31,"{""corrections_population"":1301}",3
Clearfield,2017-02-28,"{""corrections_population"":447}",3
Wayne,2017-06-30,"{""corrections_population"":1413}",3
Somerset,2017-02-28,"{""corrections_population"":2375}",3
Fayette,2017-02-28,"{""corrections_population"":2092}",3
N/A,2017-02-28,"{""corrections_population"":105}",3
Lycoming,2017-06-30,"{""corrections_population"":1393}",3
Schuylkill,2017-03-31,"{""corrections_population"":1157}",3
N/A,2017-02-28,"{""corrections_population"":157}",3
Somerset,2017-04-30,"{""corrections_population"":1589}",3
Indiana,2017-06-30,"{""corrections_population"":1083}",3
Wayne,2017-02-28,"{""corrections_population"":1391}",3
Huntingdon,2017-05-31,"{""corrections_population"":2148}",3
Luzerne,2017-05-31,"{""corrections_population"":2158}",3
Wayne,2017-04-30,"{""corrections_population"":1401}",3
Wayne,2017-07-31,"{""corrections_population"":1404}",3
Clearfield,2017-06-30,"{""corrections_population"":2503}",3
Montgomery,2017-03-31,"{""corrections_population"":3455}",3
Schuylkill,2017-04-30,"{""corrections_population"":1155}",3
Centre,2017-07-31,"{""corrections_population"":2361}",3
N/A,2017-04-30,"{""corrections_population"":247}",3
Luzerne,2017-03-31,"{""corrections_population"":2135}",3
Cumberland,2017-05-31,"{""corrections_population"":3449}",3
Centre,2017-05-31,"{""corrections_population"":2401}",3
Centre,2017-07-31,"{""corrections_population"":2054}",3
Greene,2017-02-28,"{""corrections_population"":1707}",3
Delaware,2017-03-31,"{""corrections_population"":1309}",3
Luzerne,2017-02-28,"{""corrections_population"":2109}",3
Erie,2017-07-31,"{""corrections_population"":2217}",3
Forest,2017-03-31,"{""corrections_population"":2365}",3
Schuylkill,2017-02-28,"{""corrections_population"":2366}",3
Lycoming,2017-07-31,"{""corrections_population"":1386}",3
N/A,2017-06-30,"{""corrections_population"":289}",3
Somerset,2017-02-28,"{""corrections_population"":1563}",3
Montgomery,2017-02-28,"{""corrections_population"":3417}",3
Somerset,2017-05-31,"{""corrections_population"":2310}",3
Allegheny,2017-05-31,"{""corrections_population"":12}",3
Somerset,2017-05-31,"{""corrections_population"":1579}",3
Somerset,2017-03-31,"{""corrections_population"":1581}",3
Luzerne,2017-03-31,"{""corrections_population"":1141}",3
Centre,2017-02-28,"{""corrections_population"":2378}",3
N/A,2017-06-30,"{""corrections_population"":8}",3
N/A,2017-02-28,"{""corrections_population"":349}",3
Clearfield,2017-04-30,"{""corrections_population"":459}",3
Luzerne,2017-04-30,"{""corrections_population"":1131}",3
N/A,2017-02-28,"{""corrections_population"":243}",3
Clearfield,2017-02-28,"{""corrections_population"":2488}",3
N/A,2017-05-31,"{""corrections_population"":8}",3
Montgomery,2017-05-31,"{""corrections_population"":3708}",3
Centre,2017-05-31,"{""corrections_population"":2073}",3
Huntingdon,2017-05-31,"{""corrections_population"":1349}",3
Montgomery,2017-07-31,"{""corrections_population"":3564}",3
Fayette,2017-03-31,"{""corrections_population"":2114}",3
N/A,2017-04-30,"{""corrections_population"":118}",3
Somerset,2017-07-31,"{""corrections_population"":2363}",3
N/A,2017-05-31,"{""corrections_population"":374}",3
Forest,2017-05-31,"{""corrections_population"":2361}",3
N/A,2017-04-30,"{""corrections_population"":71}",3
Schuylkill,2017-06-30,"{""corrections_population"":1190}",3
Clearfield,2017-06-30,"{""corrections_population"":443}",3
Indiana,2017-07-31,"{""corrections_population"":1093}",3
Crawford,2017-02-28,"{""corrections_population"":1207}",3
Indiana,2017-03-31,"{""corrections_population"":1040}",3
Centre,2017-06-30,"{""corrections_population"":2395}",3
Schuylkill,2017-05-31,"{""corrections_population"":1172}",3
Huntingdon,2017-04-30,"{""corrections_population"":2150}",3
Northumberland,2017-05-31,"{""corrections_population"":2322}",3
Luzerne,2017-06-30,"{""corrections_population"":2133}",3
Allegheny,2017-06-30,"{""corrections_population"":0}",3
N/A,2017-07-31,"{""corrections_population"":108}",3
Huntingdon,2017-03-31,"{""corrections_population"":2158}",3
Montgomery,2017-04-30,"{""corrections_population"":3541}",3
Schuylkill,2017-06-30,"{""corrections_population"":2381}",3
Lycoming,2017-04-30,"{""corrections_population"":1392}",3
Crawford,2017-06-30,"{""corrections_population"":1183}",3
Huntingdon,2017-02-28,"{""corrections_population"":1343}",3
Allegheny,2017-03-31,"{""corrections_population"":769}",3
Mercer,2017-05-31,"{""corrections_population"":1429}",3
N/A,2017-03-31,"{""corrections_population"":261}",3
N/A,2017-07-31,"{""corrections_population"":337}",3
Somerset,2017-03-31,"{""corrections_population"":2326}",3
Centre,2017-06-30,"{""corrections_population"":2068}",3
Somerset,2017-07-31,"{""corrections_population"":1569}",3
Clearfield,2017-05-31,"{""corrections_population"":2486}",3
Northumberland,2017-04-30,"{""corrections_population"":2291}",3
N/A,2017-05-31,"{""corrections_population"":101}",3
Schuylkill,2017-05-31,"{""corrections_population"":2394}",3
N/A,2017-04-30,"{""corrections_population"":372}",3
N/A,2017-05-31,"{""corrections_population"":116}",3
Huntingdon,2017-04-30,"{""corrections_population"":1357}",3
Delaware,2017-07-31,"{""corrections_population"":1308}",3
Cumberland,2017-04-30,"{""corrections_population"":3290}",3
Northumberland,2017-02-28,"{""corrections_population"":2237}",3
Allegheny,2017-04-30,"{""corrections_population"":372}",3
N/A,2017-06-30,"{""corrections_population"":110}",3
Forest,2017-04-30,"{""corrections_population"":2369}",3
Huntingdon,2017-06-30,"{""corrections_population"":1343}",3
Lycoming,2017-05-31,"{""corrections_population"":1372}",3
Luzerne,2017-02-28,"{""corrections_population"":1134}",3
Northumberland,2017-03-31,"{""corrections_population"":2254}",3
N/A,2017-06-30,"{""corrections_population"":217}",3
Greene,2017-04-30,"{""corrections_population"":1685}",3
N/A,2017-07-31,"{""corrections_population"":213}",3
Somerset,2017-06-30,"{""corrections_population"":2343}",3
N/A,2017-06-30,"{""corrections_population"":123}",3
N/A,2017-07-31,"{""corrections_population"":54}",3
N/A,2017-03-31,"{""corrections_population"":136}",3
Crawford,2017-03-31,"{""corrections_population"":1169}",3
N/A,2017-07-31,"{""corrections_population"":180}",3
Erie,2017-06-30,"{""corrections_population"":2247}",3
N/A,2017-05-31,"{""corrections_population"":129}",3
Indiana,2017-04-30,"{""corrections_population"":1069}",3
N/A,2017-06-30,"{""corrections_population"":102}",3
Mercer,2017-04-30,"{""corrections_population"":1417}",3
Greene,2017-07-31,"{""corrections_population"":1683}",3
Schuylkill,2017-07-31,"{""corrections_population"":2375}",3
Clearfield,2017-03-31,"{""corrections_population"":2483}",3
Somerset,2017-04-30,"{""corrections_population"":2296}",3
Huntingdon,2017-06-30,"{""corrections_population"":2161}",3
Greene,2017-03-31,"{""corrections_population"":1609}",3
Huntingdon,2017-07-31,"{""corrections_population"":1345}",3
Cumberland,2017-06-30,"{""corrections_population"":3398}",3
Schuylkill,2017-03-31,"{""corrections_population"":2387}",3
N/A,2017-04-30,"{""corrections_population"":106}",3
Erie,2017-03-31,"{""corrections_population"":2274}",3
Indiana,2017-02-28,"{""corrections_population"":971}",3
Huntingdon,2017-03-31,"{""corrections_population"":1347}",3
Lycoming,2017-02-28,"{""corrections_population"":1400}",3
N/A,2017-03-31,"{""corrections_population"":109}",3
Clearfield,2017-03-31,"{""corrections_population"":501}",3
Fayette,2017-04-30,"{""corrections_population"":2133}",3
Lycoming,2017-03-31,"{""corrections_population"":1422}",3
Forest,2017-02-28,"{""corrections_population"":2376}",3
Clearfield,2017-07-31,"{""corrections_population"":507}",3
Fayette,2017-07-31,"{""corrections_population"":2144}",3
N/A,2017-05-31,"{""corrections_population"":67}",3
Crawford,2017-07-31,"{""corrections_population"":1158}",3
Centre,2017-03-31,"{""corrections_population"":2388}",3
N/A,2017-05-31,"{""corrections_population"":268}",3
N/A,2017-05-31,"{""corrections_population"":216}",3
Mercer,2017-06-30,"{""corrections_population"":1425}",3
N/A,2017-03-31,"{""corrections_population"":324}",3
N/A,2017-04-30,"{""corrections_population"":8}",3
N/A,2017-07-31,"{""corrections_population"":8}",3
Wayne,2017-05-31,"{""corrections_population"":1391}",3
Indiana,2017-05-31,"{""corrections_population"":1080}",3
Erie,2017-04-30,"{""corrections_population"":2276}",3
Northumberland,2017-06-30,"{""corrections_population"":2312}",3
N/A,2017-03-31,"{""corrections_population"":112}",3
N/A,2017-03-31,"{""corrections_population"":74}",3
Centre,2017-04-30,"{""corrections_population"":2083}",3
N/A,2017-03-31,"{""corrections_population"":393}",3
Delaware,2017-02-28,"{""corrections_population"":1297}",3
Schuylkill,2017-04-30,"{""corrections_population"":2371}",3
N/A,2017-06-30,"{""corrections_population"":374}",3
Delaware,2017-06-30,"{""corrections_population"":1273}",3
N/A,2017-07-31,"{""corrections_population"":133}",3
Montgomery,2017-06-30,"{""corrections_population"":3619}",3
Crawford,2017-05-31,"{""corrections_population"":1176}",3
Crawford,2017-04-30,"{""corrections_population"":1162}",3
Huntingdon,2017-02-28,"{""corrections_population"":2142}",3
N/A,2017-06-30,"{""corrections_population"":70}",3
Centre,2017-04-30,"{""corrections_population"":2392}",3
Clearfield,2017-07-31,"{""corrections_population"":2495}",3
Cumberland,2017-03-31,"{""corrections_population"":3135}",3
Clearfield,2017-04-30,"{""corrections_population"":2480}",3
Luzerne,2017-07-31,"{""corrections_population"":1127}",3
N/A,2017-04-30,"{""corrections_population"":118}",3
Wayne,2017-03-31,"{""corrections_population"":1409}",3
Luzerne,2017-06-30,"{""corrections_population"":1132}",3
Allegheny,2017-02-28,"{""corrections_population"":1260}",3
Delaware,2017-04-30,"{""corrections_population"":1300}",3
Greene,2017-06-30,"{""corrections_population"":1666}",3
